buoy_id,timestamp,lat,lon,speed_kn,course_deg,in_area
MGO199106,2025-11-03 16:02:00.000000000,-3.267833,10.2445,0.0,0.0,False
MGO199103,2025-11-03 15:56:00.000000000,-1.659,8.743167,0.4,175.2,False
MGO179119,2025-11-03 15:46:00.000000000,-2.424667,9.290667,0.0,116.6,False
MGO184082,2025-11-03 15:27:00.000000000,-4.791333,8.434667,0.2,170.6,False
MGO184177,2025-11-03 15:25:00.000000000,-3.547667,10.550333,0.8,309.6,False
MGO177429,2025-11-03 15:22:00.000000000,-2.748833,8.194833,0.7,328.4,False
MGO184301,2025-11-03 15:20:00.000000000,-3.968167,9.560833,0.1,266.6,True
MGO184110,2025-11-03 15:19:00.000000000,-4.318833,9.5465,0.2,216.1,False
MGO176526,2025-11-03 15:17:00.000000000,-5.0645,8.862333,0.2,181.3,False
MGO176384,2025-11-03 15:17:00.000000000,-3.5435,7.653833,0.3,217.3,False
MGO176263,2025-11-03 15:16:00.000000000,-5.237167,9.866,0.1,188.9,False
MGO176391,2025-11-03 15:16:00.000000000,-4.218333,8.006333,0.1,141.8,False
MGO176336,2025-11-03 15:16:00.000000000,-4.2475,7.8115,0.3,115.2,False
MGO176467,2025-11-03 15:11:00.000000000,-5.294833,10.293667,0.1,158.8,False
MGO176255,2025-11-03 15:07:00.000000000,-2.593167,8.3505,0.3,216.6,True
MGO176462,2025-11-03 15:04:00.000000000,-3.862833,8.745333,0.1,260.8,False
MGO198870,2025-11-03 15:04:00.000000000,-3.892833,9.3305,0.4,288.8,False
MGO184186,2025-11-03 14:58:00.000000000,-5.784667,10.699167,0.2,272.0,False
MGO184199,2025-11-03 14:45:00.000000000,-4.295167,10.539167,0.6,334.5,True
MGO174817,2025-11-03 14:44:00.000000000,-3.2095,10.092833,0.0,225.0,False
MGO176595,2025-11-03 14:44:00.000000000,-4.569667,10.186667,0.1,207.4,True
MGO190082,2025-11-03 14:36:00.000000000,-2.278833,9.006667,0.5,277.2,False
MGO174816,2025-11-03 14:26:00.000000000,-3.117333,9.9355,1.4,327.3,False
MGO191576,2025-11-03 14:18:00.000000000,-1.359667,8.461333,0.7,162.5,False
MGO133435,2025-11-03 14:11:00.000000000,-4.5885,10.207167,0.5,287.1,True
SLX+481434,2025-11-03 14:07:00.000000000,-5.61513,8.8752,0.24,70.0,False
MGO174828,2025-11-03 14:06:00.000000000,-4.7185,9.688167,0.1,242.9,False
MGO178982,2025-11-03 14:00:00.000000000,-2.718167,9.632167,1.0,309.1,False
MGO176608,2025-11-03 13:56:00.000000000,-5.951833,10.785333,0.2,248.8,False
MGO184371,2025-11-03 13:46:00.000000000,-4.504667,9.697667,0.2,185.0,False
MGO176470,2025-11-03 13:39:00.000000000,-4.804833,8.620667,0.3,159.8,False
MGO174812,2025-11-03 13:14:00.000000000,-4.997667,10.9515,0.3,295.5,False
MGO174809,2025-11-03 13:12:00.000000000,-3.491833,7.22,0.2,163.4,False
MGO184222,2025-11-03 13:10:00.000000000,-3.918667,10.868667,0.0,90.0,False
MGO184369,2025-11-03 13:07:00.000000000,-5.960333,10.505833,0.1,186.7,False
MGO179041,2025-11-03 13:05:00.000000000,-2.453833,9.3005,0.3,285.8,False
MGO184291,2025-11-03 13:05:00.000000000,-2.007167,7.816333,0.3,282.2,False
MGO184179,2025-11-03 13:04:00.000000000,-3.163167,9.976,0.0,0.0,False
MGO199125,2025-11-03 13:00:00.000000000,-5.312,10.878667,0.3,305.4,False
MGO174216,2025-11-03 12:59:00.000000000,-5.3845,9.547667,0.2,133.4,False
MGO198526,2025-11-03 12:24:00.000000000,-1.649167,8.09,0.8,179.8,False
MGO133361,2025-11-03 12:13:00.000000000,-5.328833,9.940333,0.3,207.0,False
MGO199106,2025-11-03 12:04:00.000000000,-3.268,10.2445,0.0,0.0,False
MGO199103,2025-11-03 11:55:00.000000000,-1.631333,8.740833,0.6,150.7,False
MGO179119,2025-11-03 11:46:00.000000000,-2.4245,9.290333,0.0,0.0,False
MGO184082,2025-11-03 11:27:00.000000000,-4.775333,8.432167,0.3,165.3,False
MGO184177,2025-11-03 11:25:00.000000000,-3.580333,10.589833,0.8,314.3,False
MGO177429,2025-11-03 11:22:00.000000000,-2.788667,8.219333,0.5,328.8,False
MGO184301,2025-11-03 11:21:00.000000000,-3.967667,9.569333,0.2,259.5,True
MGO184110,2025-11-03 11:19:00.000000000,-4.308333,9.554167,0.3,195.4,False
MGO176526,2025-11-03 11:17:00.000000000,-5.0505,8.862667,0.3,187.9,False
MGO176384,2025-11-03 11:17:00.000000000,-3.526,7.667167,0.3,209.4,False
MGO176263,2025-11-03 11:16:00.000000000,-5.228833,9.867333,0.2,188.8,False
MGO176391,2025-11-03 11:16:00.000000000,-4.212833,8.002,0.1,160.2,False
MGO176467,2025-11-03 11:10:00.000000000,-5.285833,10.290167,0.3,174.5,False
MGO176255,2025-11-03 11:07:00.000000000,-2.578167,8.361667,0.5,230.0,True
MGO198870,2025-11-03 11:05:00.000000000,-3.902333,9.358667,0.5,267.6,False
MGO176462,2025-11-03 11:04:00.000000000,-3.861833,8.7515,0.2,248.9,False
MGO184186,2025-11-03 10:58:00.000000000,-5.785167,10.713667,0.2,280.2,False
MGO184199,2025-11-03 10:46:00.000000000,-4.33,10.555833,0.5,307.2,True
MGO176595,2025-11-03 10:46:00.000000000,-4.5655,10.188833,0.3,252.5,True
MGO174817,2025-11-03 10:42:00.000000000,-3.209333,10.093,0.0,0.0,False
MGO190082,2025-11-03 10:36:00.000000000,-2.282667,9.037167,0.5,262.7,False
MGO174816,2025-11-03 10:26:00.000000000,-3.1975,9.987,1.5,330.6,False
MGO191576,2025-11-03 10:18:00.000000000,-1.313333,8.446667,1.0,161.0,False
MGO133435,2025-11-03 10:11:00.000000000,-4.597333,10.236,0.5,277.2,True
MGO174828,2025-11-03 10:06:00.000000000,-4.714667,9.695667,0.4,236.4,False
MGO178982,2025-11-03 10:00:00.000000000,-2.76,9.683667,0.9,318.7,False
MGO176608,2025-11-03 09:56:00.000000000,-5.947,10.797833,0.2,169.3,False
MGO133427,2025-11-03 09:50:00.000000000,-5.4865,9.802833,0.2,167.3,False
MGO184371,2025-11-03 09:46:00.000000000,-4.4915,9.698833,0.3,228.9,False
MGO176470,2025-11-03 09:39:00.000000000,-4.788167,8.6145,0.3,194.9,False
MGO174812,2025-11-03 09:16:00.000000000,-5.007167,10.9715,0.3,332.2,False
MGO174809,2025-11-03 09:13:00.000000000,-3.479,7.216167,0.2,182.6,False
MGO184369,2025-11-03 09:07:00.000000000,-5.953333,10.506667,0.3,197.7,False
MGO196968,2025-11-03 09:07:00.000000000,-6.793,10.204167,0.7,168.3,False
MGO184222,2025-11-03 09:06:00.000000000,-3.918667,10.8685,0.0,270.0,False
MGO184291,2025-11-03 09:05:00.000000000,-2.012,7.838667,0.5,251.2,False
MGO179041,2025-11-03 09:05:00.000000000,-2.459667,9.321167,0.3,282.4,False
MGO184179,2025-11-03 09:04:00.000000000,-3.163333,9.976,0.4,322.1,False
MGO199125,2025-11-03 08:58:00.000000000,-5.325333,10.8975,0.2,282.9,False
MGO174216,2025-11-03 08:58:00.000000000,-5.376667,9.539333,0.2,113.2,False
MGO133361,2025-11-03 08:13:00.000000000,-5.3135,9.948333,0.3,175.6,False
MGO199106,2025-11-03 08:03:00.000000000,-3.268,10.2445,0.0,333.5,False
MGO199103,2025-11-03 07:55:00.000000000,-1.5975,8.721833,0.6,167.3,False
MGO179119,2025-11-03 07:46:00.000000000,-2.4245,9.290333,0.0,225.0,False
MGO184082,2025-11-03 07:27:00.000000000,-4.755,8.426833,0.2,197.5,False
MGO184177,2025-11-03 07:25:00.000000000,-3.617333,10.627833,0.7,297.7,False
MGO177429,2025-11-03 07:22:00.000000000,-2.8175,8.237,0.3,301.7,False
MGO184301,2025-11-03 07:20:00.000000000,-3.965667,9.580333,0.4,235.3,True
MGO184110,2025-11-03 07:19:00.000000000,-4.289667,9.559333,0.2,206.8,False
MGO176526,2025-11-03 07:17:00.000000000,-5.032833,8.865167,0.2,150.9,False
MGO176384,2025-11-03 07:17:00.000000000,-3.509167,7.676667,0.4,202.4,False
MGO176391,2025-11-03 07:16:00.000000000,-4.205,7.999167,0.2,156.8,False
MGO176263,2025-11-03 07:16:00.000000000,-5.216,9.869333,0.3,163.2,False
MGO176467,2025-11-03 07:10:00.000000000,-5.265167,10.288167,0.4,179.6,False
MGO176255,2025-11-03 07:07:00.000000000,-2.5575,8.386333,0.5,224.5,True
MGO176462,2025-11-03 07:04:00.000000000,-3.858167,8.761,0.1,230.9,False
MGO198870,2025-11-03 07:04:00.000000000,-3.901,9.391333,0.5,255.2,False
MGO184186,2025-11-03 06:58:00.000000000,-5.787667,10.727667,0.3,255.9,False
MGO184199,2025-11-03 06:45:00.000000000,-4.350333,10.582667,0.5,294.6,True
MGO198882,2025-11-03 06:45:00.000000000,-2.666833,9.439333,0.2,270.0,False
MGO176595,2025-11-03 06:44:00.000000000,-4.560167,10.205833,0.1,271.8,True
MGO174817,2025-11-03 06:41:00.000000000,-3.209333,10.093,0.0,45.0,False
MGO190082,2025-11-03 06:36:00.000000000,-2.278833,9.067167,0.4,268.0,False
MGO174815,2025-11-03 06:27:00.000000000,-4.676167,8.218,0.2,146.0,False
MGO174816,2025-11-03 06:26:00.000000000,-3.2835,10.0355,1.6,331.1,False
MGO133435,2025-11-03 06:11:00.000000000,-4.601667,10.2705,0.2,295.2,True
MGO174828,2025-11-03 06:06:00.000000000,-4.701833,9.7155,0.3,248.4,False
MGO178982,2025-11-03 06:00:00.000000000,-2.804667,9.723,0.8,300.9,False
MGO176608,2025-11-03 05:56:00.000000000,-5.933167,10.795167,0.3,180.9,False
MGO184371,2025-11-03 05:46:00.000000000,-4.4805,9.7115,0.0,293.3,False
MGO176470,2025-11-03 05:39:00.000000000,-4.7695,8.6195,0.2,204.6,False
MGO174809,2025-11-03 05:12:00.000000000,-3.464167,7.216833,0.3,205.0,False
MGO184222,2025-11-03 05:08:00.000000000,-3.918667,10.869,0.0,153.4,False
MGO196968,2025-11-03 05:07:00.000000000,-6.745833,10.194333,0.8,189.7,False
MGO184369,2025-11-03 05:06:00.000000000,-5.934167,10.512833,0.3,206.2,False
MGO184291,2025-11-03 05:05:00.000000000,-2.0005,7.8725,0.7,257.4,False
MGO179041,2025-11-03 05:04:00.000000000,-2.464667,9.343333,0.5,280.1,False
MGO184179,2025-11-03 05:04:00.000000000,-3.183,9.991333,0.4,308.4,False
MGO199125,2025-11-03 04:59:00.000000000,-5.328667,10.912167,0.2,298.3,False
MGO174216,2025-11-03 04:58:00.000000000,-5.370833,9.525667,0.1,123.8,False
MGO133361,2025-11-03 04:13:00.000000000,-5.291833,9.946667,0.4,206.1,False
MGO199106,2025-11-03 04:03:00.000000000,-3.268333,10.244667,0.0,135.0,False
MGO199103,2025-11-03 03:55:00.000000000,-1.555333,8.712333,0.5,173.9,False
MGO179119,2025-11-03 03:46:00.000000000,-2.424333,9.2905,0.0,90.0,False
MGO184082,2025-11-03 03:27:00.000000000,-4.739167,8.431833,0.1,212.7,False
MGO184177,2025-11-03 03:25:00.000000000,-3.639333,10.669833,0.8,318.2,False
MGO177429,2025-11-03 03:22:00.000000000,-2.829,8.255667,0.5,323.0,False
MGO184301,2025-11-03 03:20:00.000000000,-3.950833,9.601833,0.3,237.1,True
MGO184110,2025-11-03 03:19:00.000000000,-4.276833,9.565833,0.3,217.1,False
MGO176526,2025-11-03 03:17:00.000000000,-5.02,8.858,0.2,214.9,False
MGO176384,2025-11-03 03:17:00.000000000,-3.484167,7.687,0.4,209.8,False
MGO176391,2025-11-03 03:16:00.000000000,-4.190667,7.993,0.1,110.9,False
MGO176263,2025-11-03 03:16:00.000000000,-5.1995,9.864333,0.2,180.0,False
MGO176467,2025-11-03 03:10:00.000000000,-5.238167,10.288,0.3,192.0,False
MGO178918,2025-11-03 03:09:00.000000000,-2.3415,9.411333,0.0,0.0,False
MGO176255,2025-11-03 03:07:00.000000000,-2.535167,8.408333,0.5,227.5,True
MGO198870,2025-11-03 03:05:00.000000000,-3.892667,9.423,0.5,248.6,False
MGO176462,2025-11-03 03:04:00.000000000,-3.853167,8.767167,0.1,237.6,False
MGO184186,2025-11-03 02:58:00.000000000,-5.7835,10.744333,0.3,229.8,False
MGO198882,2025-11-03 02:49:00.000000000,-2.666833,9.453667,0.2,314.6,False
MGO176595,2025-11-03 02:45:00.000000000,-4.560333,10.211167,0.1,242.8,True
MGO184199,2025-11-03 02:45:00.000000000,-4.365333,10.6155,0.5,334.3,True
MGO174817,2025-11-03 02:41:00.000000000,-3.2095,10.092833,0.0,225.0,False
MGO190082,2025-11-03 02:36:00.000000000,-2.278,9.096667,0.4,325.8,False
MGO174816,2025-11-03 02:27:00.000000000,-3.374833,10.086,1.6,338.2,False
MGO174815,2025-11-03 02:27:00.000000000,-4.664833,8.210333,0.1,121.6,False
MGO133435,2025-11-03 02:11:00.000000000,-4.607833,10.283667,0.4,274.3,True
MGO174828,2025-11-03 02:06:00.000000000,-4.695333,9.732,0.2,292.3,False
MGO178982,2025-11-03 02:00:00.000000000,-2.833,9.770333,0.9,315.3,False
MGO176608,2025-11-03 01:56:00.000000000,-5.912333,10.7955,0.4,182.0,False
MGO184371,2025-11-03 01:46:00.000000000,-4.481,9.712667,0.2,257.4,False
MGO176470,2025-11-03 01:41:00.000000000,-4.755333,8.626,0.2,188.9,False
MGO174812,2025-11-03 01:15:00.000000000,-5.042,10.989833,0.3,304.5,False
MGO184222,2025-11-03 01:12:00.000000000,-3.918333,10.868833,0.0,26.6,False
MGO174809,2025-11-03 01:12:00.000000000,-3.446,7.225333,0.2,180.0,False
MGO196968,2025-11-03 01:07:00.000000000,-6.695667,10.203,0.7,189.4,False
MGO184369,2025-11-03 01:07:00.000000000,-5.917167,10.521333,0.3,207.4,False
MGO184291,2025-11-03 01:05:00.000000000,-1.9905,7.917167,0.4,290.2,False
MGO184179,2025-11-03 01:04:00.000000000,-3.199333,10.012,0.3,324.7,False
MGO179041,2025-11-03 01:03:00.000000000,-2.4705,9.376167,0.4,312.6,False
MGO183921,2025-11-03 01:02:00.000000000,-6.2225,10.776333,0.3,210.4,False
MGO199125,2025-11-03 01:02:00.000000000,-5.336,10.925833,0.3,321.7,False
MGO174216,2025-11-03 00:59:00.000000000,-5.367167,9.520167,0.1,169.5,False
MGO133361,2025-11-03 00:13:00.000000000,-5.2705,9.957167,0.3,202.5,False
MGO199106,2025-11-03 00:01:00.000000000,-3.268167,10.2445,0.0,90.0,False
MGO179119,2025-11-02 23:47:00.000000000,-2.424333,9.290333,0.0,225.0,False
MGO184082,2025-11-02 23:27:00.000000000,-4.731667,8.436667,0.1,136.7,False
MGO184177,2025-11-02 23:25:00.000000000,-3.678833,10.705167,0.8,326.2,False
MGO177429,2025-11-02 23:22:00.000000000,-2.858167,8.277667,0.6,331.6,False
MGO184301,2025-11-02 23:21:00.000000000,-3.940833,9.617333,0.1,106.8,True
MGO184110,2025-11-02 23:20:00.000000000,-4.261667,9.577333,0.4,218.9,False
MGO176526,2025-11-02 23:17:00.000000000,-5.007167,8.867,0.2,241.6,False
MGO176384,2025-11-02 23:17:00.000000000,-3.460667,7.7005,0.4,226.8,False
MGO176391,2025-11-02 23:17:00.000000000,-4.187167,7.983833,0.2,150.6,False
MGO176263,2025-11-02 23:16:00.000000000,-5.1845,9.864333,0.2,183.5,False
MGO176724,2025-11-02 23:13:00.000000000,-3.5295,7.154,0.2,212.6,False
MGO176467,2025-11-02 23:11:00.000000000,-5.221833,10.2915,0.3,193.0,False
MGO178918,2025-11-02 23:08:00.000000000,-2.341667,9.411333,0.0,153.4,False
MGO176255,2025-11-02 23:07:00.000000000,-2.5135,8.432167,0.3,237.8,True
MGO176462,2025-11-02 23:06:00.000000000,-3.848,8.775333,0.3,230.8,False
MGO198870,2025-11-02 23:04:00.000000000,-3.8815,9.451667,0.6,262.0,False
MGO184186,2025-11-02 22:58:00.000000000,-5.7685,10.762167,0.3,210.6,False
MGO198882,2025-11-02 22:51:00.000000000,-2.677333,9.464333,0.2,324.6,False
MGO184199,2025-11-02 22:45:00.000000000,-4.394333,10.6295,0.4,310.9,True
MGO176595,2025-11-02 22:45:00.000000000,-4.557,10.217833,0.2,267.2,True
MGO174817,2025-11-02 22:42:00.000000000,-3.209333,10.093,0.0,0.0,False
MGO190082,2025-11-02 22:36:00.000000000,-2.3015,9.112667,0.3,291.2,False
MGO174815,2025-11-02 22:27:00.000000000,-4.660333,8.203,0.2,140.7,False
MGO174816,2025-11-02 22:26:00.000000000,-3.471667,10.124833,1.5,342.5,False
MGO133435,2025-11-02 22:11:00.000000000,-4.609833,10.310667,0.3,280.1,True
MGO174828,2025-11-02 22:06:00.000000000,-4.7005,9.744667,0.3,277.1,False
MGO178982,2025-11-02 22:00:00.000000000,-2.8735,9.8105,0.8,310.6,False
MGO176608,2025-11-02 21:57:00.000000000,-5.8885,10.796333,0.4,190.9,False
MGO184371,2025-11-02 21:46:00.000000000,-4.478,9.726167,0.2,253.1,False
MGO176470,2025-11-02 21:39:00.000000000,-4.7415,8.628167,0.1,240.8,False
MGO174812,2025-11-02 21:16:00.000000000,-5.052833,11.005667,0.2,343.6,False
MGO174809,2025-11-02 21:12:00.000000000,-3.431,7.225333,0.3,193.2,False
MGO184222,2025-11-02 21:09:00.000000000,-3.918667,10.868667,0.0,243.4,False
MGO184369,2025-11-02 21:07:00.000000000,-5.897167,10.531833,0.4,201.8,False
MGO196968,2025-11-02 21:07:00.000000000,-6.648833,10.210833,0.6,183.7,False
MGO184291,2025-11-02 21:05:00.000000000,-2.0005,7.944333,0.4,286.8,False
MGO184179,2025-11-02 21:04:00.000000000,-3.217667,10.025,0.3,318.5,False
MGO179041,2025-11-02 21:04:00.000000000,-2.487667,9.394667,0.2,318.4,False
MGO183921,2025-11-02 21:02:00.000000000,-6.206667,10.785667,0.4,214.8,False
MGO174216,2025-11-02 20:59:00.000000000,-5.36,9.519,0.2,106.0,False
MGO199125,2025-11-02 20:57:00.000000000,-5.353667,10.939833,0.2,328.6,False
MGO133361,2025-11-02 20:13:00.000000000,-5.254667,9.963833,0.3,161.9,False
MGO199106,2025-11-02 20:01:00.000000000,-3.268167,10.244333,0.0,0.0,False
MGO179119,2025-11-02 19:46:00.000000000,-2.424,9.290667,0.0,0.0,False
MGO184082,2025-11-02 19:27:00.000000000,-4.725833,8.431,0.1,223.4,False
MGO184177,2025-11-02 19:25:00.000000000,-3.7255,10.7365,0.9,308.0,False
MGO177429,2025-11-02 19:22:00.000000000,-2.8905,8.295167,0.7,340.1,False
MGO184301,2025-11-02 19:20:00.000000000,-3.938167,9.6085,0.2,193.7,True
MGO184110,2025-11-02 19:19:00.000000000,-4.243333,9.592167,0.1,253.0,False
MGO176384,2025-11-02 19:17:00.000000000,-3.443333,7.719,0.3,206.3,False
MGO176391,2025-11-02 19:17:00.000000000,-4.174167,7.9765,0.2,163.8,False
MGO176526,2025-11-02 19:17:00.000000000,-5.001333,8.877833,0.1,76.5,False
MGO176263,2025-11-02 19:16:00.000000000,-5.171167,9.865167,0.2,156.6,False
MGO176724,2025-11-02 19:12:00.000000000,-3.517,7.162,0.2,221.7,False
MGO176467,2025-11-02 19:10:00.000000000,-5.205333,10.295333,0.3,193.7,False
MGO176255,2025-11-02 19:07:00.000000000,-2.502667,8.449667,0.3,227.8,True
MGO178918,2025-11-02 19:06:00.000000000,-2.341,9.411,0.0,0.0,False
MGO198870,2025-11-02 19:05:00.000000000,-3.876167,9.489667,0.5,260.5,True
MGO176462,2025-11-02 19:04:00.000000000,-3.833333,8.7935,0.2,227.7,False
MGO184186,2025-11-02 18:58:00.000000000,-5.750833,10.772667,0.3,241.0,False
MGO198882,2025-11-02 18:47:00.000000000,-2.688833,9.4725,0.2,293.1,False
MGO184199,2025-11-02 18:45:00.000000000,-4.412333,10.650333,0.5,286.4,True
MGO176595,2025-11-02 18:44:00.000000000,-4.556333,10.2315,0.1,290.5,True
MGO174817,2025-11-02 18:41:00.000000000,-3.209333,10.093,0.0,45.0,False
MGO190082,2025-11-02 18:36:00.000000000,-2.309833,9.134167,0.5,309.7,False
MGO174815,2025-11-02 18:27:00.000000000,-4.652,8.196333,0.2,143.1,False
MGO174816,2025-11-02 18:26:00.000000000,-3.564667,10.154167,1.5,334.0,False
MGO133435,2025-11-02 18:12:00.000000000,-4.613,10.3285,0.2,273.2,True
MGO174828,2025-11-02 18:06:00.000000000,-4.702833,9.7635,0.2,289.8,False
MGO178982,2025-11-02 18:01:00.000000000,-2.908167,9.851,0.8,295.6,False
MGO176608,2025-11-02 17:56:00.000000000,-5.8645,10.801,0.4,198.1,False
MGO184371,2025-11-02 17:46:00.000000000,-4.474167,9.739,0.2,325.3,False
MGO176470,2025-11-02 17:40:00.000000000,-4.736667,8.636833,0.1,266.0,False
MGO174812,2025-11-02 17:13:00.000000000,-5.068833,11.010333,0.3,327.2,False
MGO174809,2025-11-02 17:12:00.000000000,-3.414,7.229333,0.3,222.2,False
MGO184369,2025-11-02 17:07:00.000000000,-5.874833,10.540833,0.4,206.6,False
MGO179041,2025-11-02 17:07:00.000000000,-2.495167,9.401333,0.1,308.7,False
MGO196968,2025-11-02 17:07:00.000000000,-6.607333,10.2135,0.5,192.9,False
MGO184222,2025-11-02 17:05:00.000000000,-3.917833,10.870333,0.0,78.7,False
MGO184291,2025-11-02 17:05:00.000000000,-2.009,7.9725,0.6,296.4,False
MGO184179,2025-11-02 17:04:00.000000000,-3.233833,10.039333,0.5,310.3,False
MGO183921,2025-11-02 17:02:00.000000000,-6.184,10.8015,0.3,217.8,False
MGO174216,2025-11-02 16:58:00.000000000,-5.357,9.5085,0.1,43.5,False
MGO199125,2025-11-02 16:57:00.000000000,-5.364,10.946167,0.3,315.9,False
MGO133361,2025-11-02 16:13:00.000000000,-5.234333,9.957167,0.2,220.1,False
MGO199106,2025-11-02 16:01:00.000000000,-3.268167,10.244333,0.0,0.0,False
MGO133384,2025-11-02 15:54:00.000000000,-6.665667,10.327333,0.4,184.5,False
MGO179119,2025-11-02 15:50:00.000000000,-2.424167,9.290667,0.0,63.4,False
MGO184082,2025-11-02 15:27:00.000000000,-4.719167,8.437333,0.1,258.2,False
MGO184177,2025-11-02 15:25:00.000000000,-3.761,10.782,1.0,318.6,False
MGO177429,2025-11-02 15:22:00.000000000,-2.935167,8.311333,0.8,338.2,False
MGO184301,2025-11-02 15:20:00.000000000,-3.925167,9.611667,0.2,218.2,True
MGO184110,2025-11-02 15:19:00.000000000,-4.241,9.599833,0.1,258.3,False
MGO176384,2025-11-02 15:17:00.000000000,-3.4245,7.728333,0.3,222.1,False
MGO176526,2025-11-02 15:17:00.000000000,-5.003167,8.870167,0.1,256.3,False
MGO176391,2025-11-02 15:16:00.000000000,-4.162167,7.973,0.1,115.0,False
MGO176263,2025-11-02 15:16:00.000000000,-5.159667,9.860167,0.1,142.8,False
MGO176724,2025-11-02 15:12:00.000000000,-3.507667,7.170333,0.3,213.3,False
MGO176467,2025-11-02 15:10:00.000000000,-5.187667,10.299667,0.1,170.6,False
MGO176255,2025-11-02 15:07:00.000000000,-2.491333,8.462167,0.2,247.0,True
MGO198870,2025-11-02 15:04:00.000000000,-3.870167,9.525667,0.6,281.5,True
MGO176462,2025-11-02 15:04:00.000000000,-3.825,8.802667,0.1,114.5,False
MGO184186,2025-11-02 14:58:00.000000000,-5.741833,10.789,0.2,252.8,False
MGO198882,2025-11-02 14:45:00.000000000,-2.694167,9.485,0.2,325.5,False
MGO184199,2025-11-02 14:44:00.000000000,-4.4215,10.681667,0.4,344.8,True
MGO176595,2025-11-02 14:44:00.000000000,-4.559,10.238667,0.1,256.5,True
MGO174817,2025-11-02 14:42:00.000000000,-3.2095,10.092833,0.0,270.0,False
MGO190082,2025-11-02 14:36:00.000000000,-2.332333,9.161333,0.6,336.8,False
MGO174815,2025-11-02 14:27:00.000000000,-4.643167,8.189667,0.1,145.1,False
MGO174816,2025-11-02 14:26:00.000000000,-3.652833,10.197167,1.7,334.0,True
MGO133435,2025-11-02 14:12:00.000000000,-4.613833,10.3435,0.4,257.8,True
MGO174828,2025-11-02 14:06:00.000000000,-4.7075,9.7765,0.3,310.3,False
MGO178982,2025-11-02 14:00:00.000000000,-2.93,9.896667,0.9,305.8,False
MGO176608,2025-11-02 13:56:00.000000000,-5.841667,10.8085,0.4,198.8,False
MGO184371,2025-11-02 13:46:00.000000000,-4.484,9.746,0.2,298.0,False
MGO176470,2025-11-02 13:39:00.000000000,-4.736167,8.644,0.0,251.5,False
MGO174812,2025-11-02 13:21:00.000000000,-5.085333,11.021,0.2,308.2,False
MGO174809,2025-11-02 13:13:00.000000000,-3.399333,7.242667,0.1,236.6,False
MGO184222,2025-11-02 13:07:00.000000000,-3.918167,10.868667,0.0,303.8,False
MGO196968,2025-11-02 13:07:00.000000000,-6.573333,10.2215,0.5,200.0,False
MGO184369,2025-11-02 13:07:00.000000000,-5.853333,10.551667,0.3,209.4,False
MGO184291,2025-11-02 13:05:00.000000000,-2.026333,8.0075,0.5,312.8,False
MGO179041,2025-11-02 13:05:00.000000000,-2.501167,9.408833,0.4,326.9,False
MGO184179,2025-11-02 13:04:00.000000000,-3.254167,10.063333,0.4,314.1,False
MGO183921,2025-11-02 13:03:00.000000000,-6.168167,10.813833,0.3,221.3,False
MGO174216,2025-11-02 12:58:00.000000000,-5.3605,9.505167,0.1,59.7,False
MGO199125,2025-11-02 12:57:00.000000000,-5.376667,10.958667,0.3,328.1,False
MGO133361,2025-11-02 12:13:00.000000000,-5.224667,9.965333,0.1,233.3,False
MGO199106,2025-11-02 12:01:00.000000000,-3.268167,10.244333,0.0,270.0,False
MGO133384,2025-11-02 11:54:00.000000000,-6.636167,10.329667,0.5,182.0,False
MGO179119,2025-11-02 11:46:00.000000000,-2.424333,9.290333,0.0,243.4,False
MGO184082,2025-11-02 11:28:00.000000000,-4.7175,8.445333,0.0,167.0,False
MGO184177,2025-11-02 11:25:00.000000000,-3.81,10.825333,1.0,329.0,False
MGO177429,2025-11-02 11:22:00.000000000,-2.982167,8.330167,0.7,348.7,False
MGO184301,2025-11-02 11:21:00.000000000,-3.915667,9.619167,0.1,43.1,True
MGO184110,2025-11-02 11:20:00.000000000,-4.239833,9.6055,0.1,228.3,False
MGO176391,2025-11-02 11:19:00.000000000,-4.16,7.968333,0.2,131.9,False
MGO176384,2025-11-02 11:18:00.000000000,-3.4085,7.742833,0.3,240.7,False
MGO176526,2025-11-02 11:17:00.000000000,-5.001667,8.876333,0.1,314.2,False
MGO176263,2025-11-02 11:16:00.000000000,-5.153333,9.855333,0.0,245.5,False
MGO176724,2025-11-02 11:13:00.000000000,-3.4935,7.179667,0.2,236.3,False
MGO176467,2025-11-02 11:10:00.000000000,-5.178667,10.298167,0.1,168.0,False
MGO176255,2025-11-02 11:09:00.000000000,-2.485667,8.4755,0.1,274.3,True
MGO176462,2025-11-02 11:04:00.000000000,-3.823333,8.799,0.1,122.3,False
MGO198870,2025-11-02 11:04:00.000000000,-3.877833,9.5635,0.5,294.6,True
MGO184186,2025-11-02 10:58:00.000000000,-5.738333,10.800333,0.1,233.0,False
MGO176595,2025-11-02 10:45:00.000000000,-4.557167,10.247,0.2,251.9,True
MGO184199,2025-11-02 10:45:00.000000000,-4.446667,10.688667,0.3,340.7,True
MGO174817,2025-11-02 10:43:00.000000000,-3.2095,10.093,0.0,90.0,False
MGO198882,2025-11-02 10:43:00.000000000,-2.704333,9.492,0.2,332.2,False
MGO190082,2025-11-02 10:36:00.000000000,-2.369333,9.177167,0.5,317.5,False
MGO174815,2025-11-02 10:27:00.000000000,-4.638167,8.186167,0.1,207.9,False
